comment,class
     @see org argouml cognitive Critic#setHeadline java lang String       Set up the locale specific text for the critic headline    the one liner that appears in the to do pane    and the critic description the detailed explanation that    appears in the to do tab of the details pane        MVW Maybe we can make it part of the constructor CrUML ?       FIXME why override if nobody uses?    ,DESIGN
     Set the threshold       TODO Should this be protected?       @param threshold The threshold to compare to    ,DESIGN
  These may not actually make any difference at present the code  behind addTrigger needs more work ,DESIGN
 TODO split into one critic for inherited problems and  one for problems directly in this class ,DESIGN
  TODO Do we need this Generalization is not a named element,DESIGN
  These may not actually make any difference at present the code  behind addTrigger needs more work ,DESIGN
   needed?,DESIGN
  TODO Rather than specifically ignore some item maybe it would be better  to specifically state what items are of interest Otherwise we may still  be acting on other events we don't need,DESIGN
"     Find all the Figs that visualise the given model element in    this layer, or null if there is none        TODO once GEF includes this same method in Diagram then this can go       @see org tigris gef base Diagram#presentationsFor java lang Object    ",DESIGN
"  TODO This uses a ""last one wins"" algorithm for registration  We should warn if a factory is being overwritten ",DESIGN
     Gets font name If it doesn't exist in configuration it creates new    entries in configuration for appearance       TODO Why create in a getter?       @return the name of the configured font    ,DESIGN
  TODO What is this trying to do? It's never going to get called  tfm  really dirty hack to remove unwanted listeners,DESIGN
  TODO This shouldn't be referencing the current project  Instead  the appropriate UndoManager should have already been retrieved from  the correct project ,DESIGN
  TODO Needs to be tidied up after stable release Graph model  should be created in constructor,DESIGN
  TODO we should be given an Undo manager to use rather than looking  for a global one,DESIGN
  TODO Replace the next deprecated call This case is complicated      by the use of parameters All other Figs work differently  ,DESIGN
   Class to display graphics for a UML Choice State in a diagram  the circle   TODO This should really be renamed FigChoiceState  It's the  last vestige of the UML 1 3 name   @author pepargouml  ,DESIGN
  TODO Needs to be tidied up after stable release Graph model  should be created in constructor,DESIGN
  TODO Rather than specifically ignore some item maybe it would be better  to specifically state what items are of interest Otherwise we may still  be acting on other events we don't need,DESIGN
  TODO What is this needed for?  tfm,DESIGN
  The next 4 lines fix the 2nd half of issue 5638      Is there no better way?  ,DESIGN
"     Return a list of gravity points around circle which is enclosed    in the bounding box  Convenience method for use by FigInitialState    and FigFinalState    TODO As this method is not required by all sub classes,    it would seem sensible to extend FigStateVertex with FigCircleVertex    and only have the relevant concrete Figs extend that and gain this    functionality    @return a List of Points    ",DESIGN
"     To resize only when a new concurrent region is added,    changing the height    TODO Probably shouldn't    exist as this class should be listening for added concurrent regions    and call this internally itself       @param h the new height    ",DESIGN
  TODO Rather than specifically ignore some item maybe it would be better  to specifically state what items are of interest Otherwise we may still  be acting on other events we don't need,DESIGN
  TODO Aren't our items always strings?  tfm 20100917,DESIGN
"     Actually instanciate the NetNode and FigNode objects and    set the global next mode to ModePlace    TODO should call super, reduce code volume!       @see org tigris gef graph GraphFactory#makeNode     ",DESIGN
  TODO This logic may well be worth moving into the model component   Provide a similar grid to the connectionsGrid,DESIGN
"  TODO ? if this class listen the model, it will be able to  change in live as it is done in the figs diagram ",DESIGN
  TODO  Redo it curBody should be as long as curLanguage+button ,DESIGN
  TODO Needs to be tidied up after stable release Graph model  should be created in constructor,DESIGN
"  	  When we change the type, we need to create a new Initial Value And	  to display the Panel	 	  TODO if we select the same type that the current, do nothing 	  ",DESIGN
  TODO We definitely don't want to react to addition and  removal of transitions Can't we be more specific when  we register ourselves as a listener ,DESIGN
     The target model element    In UML1 x this is the element that owns the expression    In UML2 x this is the expression itself    TODO This makes behaviour different enough that separate subclasses    should be considered    ,DESIGN
     Field TODO TextArea or TextField    ,DESIGN
